17.05.2023
[12:01:45:442] Изменена настройка BaudRate:1200
[12:01:45:442] Изменена настройка BaudRate:115200
[12:01:45:443] Изменена настройка DataBits:5
[12:01:45:443] Изменена настройка DataBits:8
[12:01:45:443] Изменена настройка Parity:No Parity
[12:01:45:443] Изменена настройка StopBits:1
[12:01:45:443] Изменена настройка FlowControl:No Flow Control
